Order_ID,Order_Date,Product_Name,Category,Region,Quantity,Unit_Price,Discount,Inventory_Available,Marketing_Spend,Revenue,Month,Quarter,Year
4989,2022-06-23,Bookshelf,Furniture,North,14,10966,9,136,3800,153524,6,2,2022
4990,2024-01-18,Wardrobe,Furniture,West,6,39118,12,153,1627,234708,1,1,2024
4991,2024-10-21,Bed,Furniture,North,9,11838,2,419,5952,106542,10,4,2024
4992,2023-03-15,Coffee Table,Furniture,East,19,45471,8,332,2311,863949,3,1,2023
4993,2025-04-02,Wardrobe,Furniture,South,3,44828,5,338,3927,134484,4,2,2025
4994,2025-06-19,Office Chair,Furniture,East,3,23991,7,215,9698,71973,6,2,2025
4995,2024-10-02,Bookshelf,Furniture,North,7,12184,10,442,9287,85288,10,4,2024
4996,2023-01-12,Dining Table,Furniture,North,20,28472,5,90,8701,569440,1,1,2023
4997,2024-03-28,Bed,Furniture,West,12,4201,6,141,8640,50412,3,1,2024
4998,2022-06-27,Wardrobe,Furniture,East,17,15434,8,377,8618,262378,6,2,2022
4999,2022-03-31,Bookshelf,Furniture,East,13,20431,7,267,5921,265603,3,1,2022
5000,2022-05-07,Study Table,Furniture,East,15,43307,10,439,3822,649605,5,2,2022
5001,2025-02-05,Bookshelf,Furniture,West,20,9407,15,335,3260,188140,2,1,2025
5002,2024-08-23,Study Table,Furniture,West,16,27879,11,457,3037,446064,8,3,2024
5003,2024-02-12,Dining Table,Furniture,South,18,23641,17,244,2022,425538,2,1,2024
5004,2025-10-04,Dining Table,Furniture,West,3,17063,9,58,9721,51189,10,4,2025
5005,2024-10-19,Coffee Table,Furniture,South,17,33929,9,98,9610,576793,10,4,2024
5006,2023-07-29,Dining Table,Furniture,East,17,3290,12,327,6750,55930,7,3,2023
5007,2022-11-30,Bookshelf,Furniture,East,6,39545,2,418,3516,237270,11,4,2022
5008,2023-06-13,Wardrobe,Furniture,South,16,23495,18,140,1424,375920,6,2,2023
5009,2023-06-28,Bookshelf,Furniture,South,9,5753,20,62,9361,51777,6,2,2023
5010,2022-02-15,Office Chair,Furniture,West,12,12688,2,251,1095,152256,2,1,2022
5011,2023-12-29,Office Chair,Furniture,South,13,29653,14,246,9879,385489,12,4,2023
5012,2022-07-20,Bookshelf,Furniture,North,9,48246,9,278,5895,434214,7,3,2022
5013,2023-05-20,Bed,Furniture,West,7,19980,12,497,1370,139860,5,2,2023
5014,2024-10-01,Dining Table,Furniture,South,20,46194,14,250,5937,923880,10,4,2024
5015,2022-03-25,Coffee Table,Furniture,East,18,47153,16,303,8529,848754,3,1,2022
5016,2022-05-04,Coffee Table,Furniture,East,14,9399,15,485,2069,131586,5,2,2022
5017,2022-12-17,Coffee Table,Furniture,East,19,29817,5,340,6452,566523,12,4,2022
5018,2024-12-23,Bed,Furniture,North,19,33762,5,467,9828,641478,12,4,2024
5019,2023-01-30,Office Chair,Furniture,East,2,19548,7,308,6621,39096,1,1,2023
5020,2022-03-27,Office Chair,Furniture,North,18,19881,9,261,4764,357858,3,1,2022
5021,2025-08-10,Sofa,Furniture,North,14,5780,12,240,7385,80920,8,3,2025
5022,2024-03-03,Coffee Table,Furniture,East,11,49304,14,460,2101,542344,3,1,2024
5023,2023-05-30,Coffee Table,Furniture,West,19,28264,8,297,7856,537016,5,2,2023
5024,2022-08-22,Coffee Table,Furniture,South,3,48631,1,474,6080,145893,8,3,2022
5025,2025-04-25,Sofa,Furniture,South,1,29383,1,401,8600,29383,4,2,2025
5026,2024-07-02,Study Table,Furniture,East,2,26594,12,51,4645,53188,7,3,2024
5027,2025-04-11,Sofa,Furniture,North,8,21306,2,351,2101,170448,4,2,2025
5028,2023-08-12,Wardrobe,Furniture,West,3,26734,12,314,3686,80202,8,3,2023
5029,2023-08-06,Wardrobe,Furniture,West,3,29063,20,292,7092,87189,8,3,2023
5030,2023-10-05,Sofa,Furniture,West,3,21996,19,201,1617,65988,10,4,2023
5031,2023-03-01,Wardrobe,Furniture,North,20,36411,2,202,1270,728220,3,1,2023
5032,2023-03-07,Study Table,Furniture,West,2,16418,19,109,5935,32836,3,1,2023
5033,2024-11-05,Dining Table,Furniture,West,8,31805,2,207,7331,254440,11,4,2024
5034,2023-10-04,Dining Table,Furniture,East,5,37947,14,99,6009,189735,10,4,2023
5035,2022-04-28,Dining Table,Furniture,East,9,28671,11,286,2049,258039,4,2,2022
5036,2024-02-18,Wardrobe,Furniture,South,16,23438,8,441,8632,375008,2,1,2024
5037,2024-09-27,Study Table,Furniture,South,4,32314,10,433,5732,129256,9,3,2024
5038,2023-08-20,Coffee Table,Furniture,North,16,14293,19,73,5248,228688,8,3,2023
5039,2024-09-17,Study Table,Furniture,South,5,49111,6,215,3461,245555,9,3,2024
5040,2023-11-29,Office Chair,Furniture,North,14,33075,17,245,2559,463050,11,4,2023
5041,2023-10-08,Bed,Furniture,West,12,7997,17,114,8939,95964,10,4,2023
5042,2022-12-13,Wardrobe,Furniture,West,4,44287,2,443,3101,177148,12,4,2022
5043,2025-03-14,Coffee Table,Furniture,North,2,42655,2,103,6029,85310,3,1,2025
5044,2025-09-24,Sofa,Furniture,South,7,31520,8,51,4547,220640,9,3,2025
5045,2022-10-05,Wardrobe,Furniture,West,9,14795,13,215,8891,133155,10,4,2022
5046,2024-01-12,Study Table,Furniture,East,9,46798,10,336,7636,421182,1,1,2024
5047,2022-12-20,Coffee Table,Furniture,South,15,19359,11,82,7806,290385,12,4,2022
5048,2024-06-01,Wardrobe,Furniture,West,6,25851,13,317,8860,155106,6,2,2024
5049,2025-07-23,Bed,Furniture,South,12,16230,18,312,6058,194760,7,3,2025
5050,2023-08-30,Study Table,Furniture,East,4,20044,1,440,7096,80176,8,3,2023
5051,2023-08-10,Bookshelf,Furniture,East,14,30048,18,294,1650,420672,8,3,2023
5052,2025-01-27,Bookshelf,Furniture,West,11,25419,16,264,4026,279609,1,1,2025
5053,2025-10-29,Study Table,Furniture,West,13,9044,2,73,6125,117572,10,4,2025
5054,2023-04-27,Dining Table,Furniture,East,9,21413,15,453,7945,192717,4,2,2023
5055,2023-05-04,Study Table,Furniture,North,15,31827,12,300,3814,477405,5,2,2023
5056,2023-06-21,Bookshelf,Furniture,West,9,12364,12,422,7292,111276,6,2,2023
5057,2023-08-24,Office Chair,Furniture,East,16,47774,1,173,6132,764384,8,3,2023
5058,2024-11-10,Bed,Furniture,North,7,6038,19,99,5511,42266,11,4,2024
5059,2025-09-16,Study Table,Furniture,North,9,35723,8,130,6515,321507,9,3,2025
5060,2025-08-18,Wardrobe,Furniture,South,16,31720,2,434,3501,507520,8,3,2025
5061,2023-01-06,Bed,Furniture,North,4,25774,15,84,4361,103096,1,1,2023
5062,2024-12-08,Bed,Furniture,South,7,21252,15,259,6601,148764,12,4,2024
5063,2024-01-10,Study Table,Furniture,South,6,46814,13,123,1302,280884,1,1,2024
5064,2025-06-07,Bed,Furniture,North,3,10955,16,150,4534,32865,6,2,2025
5065,2025-12-13,Bed,Furniture,East,5,9674,5,169,3836,48370,12,4,2025
5066,2025-11-21,Study Table,Furniture,West,12,47718,6,439,9255,572616,11,4,2025
5067,2024-03-28,Sofa,Furniture,South,18,48818,13,269,3465,878724,3,1,2024
5068,2022-03-31,Bed,Furniture,South,7,46006,18,245,4446,322042,3,1,2022
5069,2023-01-22,Office Chair,Furniture,East,12,39691,5,110,9912,476292,1,1,2023
5070,2024-05-31,Sofa,Furniture,West,6,20091,9,245,2439,120546,5,2,2024
5071,2024-05-18,Bookshelf,Furniture,South,3,15054,16,271,9221,45162,5,2,2024
5072,2024-10-04,Office Chair,Furniture,West,2,42214,19,474,5542,84428,10,4,2024
5073,2024-01-18,Bed,Furniture,North,9,11914,5,494,7360,107226,1,1,2024
5074,2023-02-20,Bed,Furniture,East,1,33924,3,405,5127,33924,2,1,2023
5075,2025-02-15,Study Table,Furniture,West,13,5517,11,227,6883,71721,2,1,2025
5076,2024-08-27,Study Table,Furniture,South,16,9186,16,329,1102,146976,8,3,2024
5077,2022-07-10,Dining Table,Furniture,South,9,31689,2,275,7953,285201,7,3,2022
5078,2025-11-22,Sofa,Furniture,South,3,3440,2,300,2124,10320,11,4,2025
5079,2025-12-19,Study Table,Furniture,South,8,47636,17,464,8690,381088,12,4,2025
5080,2023-05-25,Wardrobe,Furniture,East,11,31618,15,164,8444,347798,5,2,2023
5081,2025-01-01,Bookshelf,Furniture,South,2,39962,18,296,2971,79924,1,1,2025
5082,2023-12-25,Wardrobe,Furniture,West,8,24416,9,219,4637,195328,12,4,2023
5083,2025-10-22,Sofa,Furniture,North,10,22036,4,260,1440,220360,10,4,2025
5084,2023-08-07,Office Chair,Furniture,East,10,31942,20,255,9045,319420,8,3,2023
5085,2023-09-07,Bed,Furniture,North,6,33288,6,381,1473,199728,9,3,2023
5086,2025-04-14,Bookshelf,Furniture,North,14,22506,3,163,2355,315084,4,2,2025
5087,2024-06-13,Sofa,Furniture,South,9,45549,16,118,7217,409941,6,2,2024
5088,2022-08-12,Wardrobe,Furniture,East,19,21326,17,287,4426,405194,8,3,2022
5089,2022-01-28,Office Chair,Furniture,East,20,35175,16,273,6482,703500,1,1,2022
5090,2024-03-03,Sofa,Furniture,North,12,39645,11,158,5592,475740,3,1,2024
5091,2022-05-07,Sofa,Furniture,North,10,39803,18,246,8338,398030,5,2,2022
5092,2025-07-25,Sofa,Furniture,West,14,36001,7,271,4364,504014,7,3,2025
5093,2023-03-20,Sofa,Furniture,East,4,30053,16,216,9932,120212,3,1,2023
5094,2023-11-07,Office Chair,Furniture,South,11,45052,16,498,8051,495572,11,4,2023
5095,2025-10-15,Bookshelf,Furniture,West,11,23031,20,151,3658,253341,10,4,2025
5096,2022-10-03,Office Chair,Furniture,South,1,37736,13,140,3693,37736,10,4,2022
5097,2023-08-25,Coffee Table,Furniture,West,18,29404,6,471,4713,529272,8,3,2023
5098,2022-07-15,Sofa,Furniture,East,7,12583,13,132,9979,88081,7,3,2022
5099,2023-05-16,Coffee Table,Furniture,West,18,22381,10,332,2924,402858,5,2,2023
5100,2025-05-18,Sofa,Furniture,East,14,13949,2,175,8857,195286,5,2,2025
5101,2022-01-02,Bookshelf,Furniture,East,5,28568,1,460,5101,142840,1,1,2022
5102,2023-02-13,Bed,Furniture,South,8,12654,18,357,8607,101232,2,1,2023
5103,2022-01-02,Dining Table,Furniture,West,11,30770,8,290,7629,338470,1,1,2022
5104,2025-10-07,Wardrobe,Furniture,West,15,8388,11,315,4129,125820,10,4,2025
5105,2022-08-12,Bed,Furniture,South,10,15954,5,386,5962,159540,8,3,2022
5106,2022-01-03,Bed,Furniture,West,5,25333,17,113,3136,126665,1,1,2022
5107,2022-06-25,Bed,Furniture,West,4,5000,20,77,5777,20000,6,2,2022
5108,2024-08-25,Bookshelf,Furniture,North,19,16167,4,194,4416,307173,8,3,2024
5109,2023-04-20,Coffee Table,Furniture,East,6,48001,11,445,2013,288006,4,2,2023
5110,2025-09-21,Bookshelf,Furniture,North,14,12739,1,317,8098,178346,9,3,2025
5111,2024-03-12,Wardrobe,Furniture,West,1,41024,19,358,9796,41024,3,1,2024
5112,2022-01-07,Office Chair,Furniture,South,18,44916,16,230,7896,808488,1,1,2022
5113,2025-02-26,Coffee Table,Furniture,South,15,14060,5,469,5965,210900,2,1,2025
5114,2023-07-28,Dining Table,Furniture,West,2,25155,17,498,6986,50310,7,3,2023
5115,2023-07-06,Study Table,Furniture,West,3,14705,13,188,2353,44115,7,3,2023
5116,2022-10-18,Study Table,Furniture,East,17,40959,8,215,1622,696303,10,4,2022
5117,2023-04-02,Office Chair,Furniture,East,9,27387,10,62,6768,246483,4,2,2023
5118,2024-10-25,Dining Table,Furniture,East,6,25210,11,498,8613,151260,10,4,2024
5119,2022-08-15,Wardrobe,Furniture,East,10,47215,5,354,7326,472150,8,3,2022
5120,2024-04-23,Bed,Furniture,South,17,20665,20,65,5499,351305,4,2,2024
5121,2023-02-17,Sofa,Furniture,East,6,30327,10,381,6593,181962,2,1,2023
5122,2023-12-12,Office Chair,Furniture,East,11,40206,20,325,4598,442266,12,4,2023
5123,2023-10-15,Wardrobe,Furniture,South,4,7885,2,273,2611,31540,10,4,2023
5124,2024-07-12,Sofa,Furniture,East,5,24749,5,359,7978,123745,7,3,2024
5125,2024-06-11,Coffee Table,Furniture,West,16,40115,14,58,3527,641840,6,2,2024
5126,2023-09-29,Wardrobe,Furniture,West,3,27632,6,219,1514,82896,9,3,2023
5127,2024-02-02,Bed,Furniture,West,1,25033,3,284,1810,25033,2,1,2024
5128,2025-09-30,Coffee Table,Furniture,East,3,42128,0,127,9773,126384,9,3,2025
5129,2024-11-09,Sofa,Furniture,West,19,39701,11,208,4076,754319,11,4,2024
5130,2024-02-21,Wardrobe,Furniture,South,8,26768,10,238,8462,214144,2,1,2024
5131,2024-12-08,Coffee Table,Furniture,West,19,10419,7,393,2297,197961,12,4,2024
5132,2022-10-27,Office Chair,Furniture,North,14,20171,15,488,2147,282394,10,4,2022
5133,2022-12-09,Dining Table,Furniture,East,16,16599,4,479,5569,265584,12,4,2022
5134,2024-10-20,Coffee Table,Furniture,East,19,38264,17,174,7941,727016,10,4,2024
5135,2022-05-18,Dining Table,Furniture,South,2,27441,20,304,6989,54882,5,2,2022
5136,2025-07-16,Sofa,Furniture,East,19,23933,1,314,1909,454727,7,3,2025
5137,2023-10-19,Study Table,Furniture,East,3,46166,16,82,1181,138498,10,4,2023
5138,2023-10-12,Bookshelf,Furniture,North,20,34048,9,293,3484,680960,10,4,2023
5139,2024-02-29,Bookshelf,Furniture,East,15,11206,10,56,7344,168090,2,1,2024
5140,2022-02-27,Dining Table,Furniture,West,4,27589,15,387,1577,110356,2,1,2022
5141,2024-02-06,Sofa,Furniture,East,1,31683,0,173,2042,31683,2,1,2024
5142,2025-09-09,Coffee Table,Furniture,West,10,38705,15,148,2479,387050,9,3,2025
5143,2022-04-12,Wardrobe,Furniture,West,20,17471,5,160,1164,349420,4,2,2022
5144,2025-09-14,Coffee Table,Furniture,North,4,46719,16,284,5564,186876,9,3,2025
5145,2023-05-27,Sofa,Furniture,North,10,32507,20,446,9395,325070,5,2,2023
5146,2023-02-20,Coffee Table,Furniture,North,9,26676,17,247,2965,240084,2,1,2023
5147,2023-12-15,Coffee Table,Furniture,South,7,21899,18,380,7378,153293,12,4,2023
5148,2025-09-05,Dining Table,Furniture,North,1,21010,3,182,8016,21010,9,3,2025
5149,2023-08-18,Dining Table,Furniture,East,10,26777,20,408,1929,267770,8,3,2023
5150,2023-03-16,Wardrobe,Furniture,West,3,8617,15,384,2405,25851,3,1,2023
5151,2023-10-03,Bookshelf,Furniture,North,9,38385,8,255,5505,345465,10,4,2023
5152,2023-01-11,Coffee Table,Furniture,South,4,15655,20,63,1911,62620,1,1,2023
5153,2024-12-06,Wardrobe,Furniture,East,13,44227,6,233,8125,574951,12,4,2024
5154,2025-07-01,Sofa,Furniture,South,9,47599,5,141,2422,428391,7,3,2025
5155,2025-09-11,Bookshelf,Furniture,South,20,41019,19,261,8158,820380,9,3,2025
5156,2022-03-19,Study Table,Furniture,South,12,4608,4,467,6185,55296,3,1,2022
5157,2024-12-07,Sofa,Furniture,South,11,11641,17,147,3933,128051,12,4,2024
5158,2023-01-10,Bookshelf,Furniture,South,11,35505,3,489,2382,390555,1,1,2023
5159,2024-10-30,Bookshelf,Furniture,North,12,31707,10,58,1348,380484,10,4,2024
5160,2024-06-03,Sofa,Furniture,South,15,7602,6,102,3645,114030,6,2,2024
5161,2023-03-04,Wardrobe,Furniture,North,14,5746,16,222,5190,80444,3,1,2023
5162,2023-01-04,Bookshelf,Furniture,North,12,30462,14,429,8377,365544,1,1,2023
5163,2025-03-03,Dining Table,Furniture,South,6,34321,15,240,1536,205926,3,1,2025
5164,2022-01-19,Study Table,Furniture,South,3,13809,19,388,9251,41427,1,1,2022
5165,2024-04-23,Wardrobe,Furniture,South,10,46390,10,217,1208,463900,4,2,2024
5166,2025-05-19,Study Table,Furniture,South,14,13597,6,153,1518,190358,5,2,2025
5167,2022-03-21,Wardrobe,Furniture,North,1,10735,14,147,2251,10735,3,1,2022
5168,2022-07-06,Bookshelf,Furniture,North,15,44840,13,494,1366,672600,7,3,2022
5169,2025-07-23,Sofa,Furniture,West,16,40696,3,74,1599,651136,7,3,2025
5170,2023-11-23,Dining Table,Furniture,South,15,8943,12,285,2385,134145,11,4,2023
5171,2023-08-01,Dining Table,Furniture,South,9,15604,12,257,3910,140436,8,3,2023
5172,2024-09-16,Bookshelf,Furniture,West,2,28183,6,500,9083,56366,9,3,2024
5173,2023-04-23,Study Table,Furniture,South,19,10137,9,254,5679,192603,4,2,2023
5174,2024-05-04,Wardrobe,Furniture,West,12,2114,3,283,5647,25368,5,2,2024
5175,2025-08-28,Coffee Table,Furniture,West,7,22997,12,74,9626,160979,8,3,2025
5176,2024-09-14,Sofa,Furniture,South,8,24909,5,395,6538,199272,9,3,2024
5177,2023-01-07,Wardrobe,Furniture,West,2,46517,8,451,4838,93034,1,1,2023
5178,2022-08-20,Bookshelf,Furniture,North,13,39847,16,168,5531,518011,8,3,2022
5179,2024-12-04,Bookshelf,Furniture,West,7,15562,13,111,6546,108934,12,4,2024
5180,2024-09-04,Study Table,Furniture,South,19,8027,17,294,3801,152513,9,3,2024
5181,2023-08-25,Office Chair,Furniture,East,19,16272,12,477,1338,309168,8,3,2023
5182,2024-06-15,Study Table,Furniture,South,13,45562,20,488,4632,592306,6,2,2024
5183,2024-02-01,Wardrobe,Furniture,West,19,15227,1,256,4782,289313,2,1,2024
5184,2025-07-17,Office Chair,Furniture,North,9,42646,18,218,2304,383814,7,3,2025
5185,2023-12-21,Dining Table,Furniture,South,5,8106,0,261,5763,40530,12,4,2023
5186,2023-07-05,Bed,Furniture,North,15,49983,11,172,1297,749745,7,3,2023
5187,2023-05-23,Dining Table,Furniture,South,12,23752,2,50,3787,285024,5,2,2023
5188,2023-12-01,Coffee Table,Furniture,North,9,15999,16,433,1465,143991,12,4,2023
5189,2025-11-07,Wardrobe,Furniture,North,4,22618,17,257,3021,90472,11,4,2025
5190,2025-07-24,Sofa,Furniture,South,10,13293,1,469,4873,132930,7,3,2025
5191,2023-12-31,Coffee Table,Furniture,South,11,29333,1,157,5163,322663,12,4,2023
5192,2024-09-27,Study Table,Furniture,South,18,33233,10,363,5494,598194,9,3,2024
5193,2022-06-03,Dining Table,Furniture,South,5,8755,11,269,4124,43775,6,2,2022
5194,2025-10-11,Coffee Table,Furniture,North,4,9137,6,332,6337,36548,10,4,2025
5195,2022-04-23,Coffee Table,Furniture,East,20,22526,20,289,1454,450520,4,2,2022
5196,2023-10-15,Office Chair,Furniture,South,18,7561,12,294,9688,136098,10,4,2023
5197,2025-07-18,Bookshelf,Furniture,South,18,27175,13,305,3473,489150,7,3,2025
5198,2024-10-11,Bookshelf,Furniture,West,11,48970,14,108,9315,538670,10,4,2024
5199,2024-05-24,Study Table,Furniture,South,14,38010,15,62,2142,532140,5,2,2024
5200,2024-06-02,Bookshelf,Furniture,West,3,6504,20,471,6680,19512,6,2,2024
5201,2023-11-20,Dining Table,Furniture,West,14,14554,1,63,2483,203756,11,4,2023
5202,2023-02-07,Wardrobe,Furniture,North,12,17742,15,160,6952,212904,2,1,2023
5203,2025-02-20,Bed,Furniture,East,13,20651,12,169,1208,268463,2,1,2025
5204,2024-08-27,Dining Table,Furniture,West,13,20609,4,356,4205,267917,8,3,2024
5205,2022-12-04,Sofa,Furniture,North,4,22603,11,237,1089,90412,12,4,2022
5206,2024-03-11,Office Chair,Furniture,East,10,37746,9,298,2025,377460,3,1,2024
5207,2024-01-02,Coffee Table,Furniture,North,6,4653,6,264,1367,27918,1,1,2024
5208,2025-11-02,Dining Table,Furniture,South,7,30475,7,71,6870,213325,11,4,2025
5209,2023-10-28,Office Chair,Furniture,South,6,24576,8,456,8037,147456,10,4,2023
5210,2024-01-27,Bed,Furniture,East,16,22464,18,67,5134,359424,1,1,2024
5211,2024-01-01,Bookshelf,Furniture,West,9,22189,17,275,9408,199701,1,1,2024
5212,2024-08-17,Wardrobe,Furniture,North,2,31979,12,162,3959,63958,8,3,2024
5213,2023-06-23,Coffee Table,Furniture,North,5,28763,10,377,1940,143815,6,2,2023
5214,2023-09-06,Bookshelf,Furniture,South,5,47340,16,267,4070,236700,9,3,2023
5215,2024-09-29,Coffee Table,Furniture,East,19,9313,2,449,8409,176947,9,3,2024
5216,2024-06-15,Bookshelf,Furniture,North,7,8539,13,184,8828,59773,6,2,2024
5217,2023-03-18,Study Table,Furniture,East,7,14070,3,70,1852,98490,3,1,2023
5218,2024-02-21,Sofa,Furniture,East,1,11838,11,96,1577,11838,2,1,2024
5219,2024-04-22,Bookshelf,Furniture,North,15,17779,19,255,3117,266685,4,2,2024
5220,2023-08-02,Dining Table,Furniture,South,6,21908,1,414,1549,131448,8,3,2023
5221,2023-03-06,Study Table,Furniture,East,4,25248,3,134,1207,100992,3,1,2023
5222,2023-05-20,Office Chair,Furniture,West,15,28157,12,60,2408,422355,5,2,2023
5223,2023-08-13,Bed,Furniture,South,19,34266,20,100,6114,651054,8,3,2023
5224,2024-09-07,Coffee Table,Furniture,West,18,22158,11,173,5785,398844,9,3,2024
5225,2025-10-13,Office Chair,Furniture,West,10,39981,7,114,9643,399810,10,4,2025
5226,2022-03-05,Bookshelf,Furniture,West,17,5117,12,292,5645,86989,3,1,2022
5227,2025-07-21,Coffee Table,Furniture,East,13,2969,18,396,4194,38597,7,3,2025
5228,2025-07-30,Coffee Table,Furniture,South,19,7993,1,338,8811,151867,7,3,2025
5229,2025-02-08,Coffee Table,Furniture,North,13,12572,2,370,2331,163436,2,1,2025
5230,2025-03-19,Wardrobe,Furniture,West,12,42119,10,251,7076,505428,3,1,2025
5231,2024-08-13,Bookshelf,Furniture,East,6,21194,13,216,7592,127164,8,3,2024
5232,2022-10-25,Study Table,Furniture,West,7,36283,3,399,7951,253981,10,4,2022
5233,2022-06-27,Coffee Table,Furniture,North,4,13147,19,54,8832,52588,6,2,2022
5234,2024-10-12,Wardrobe,Furniture,South,17,3674,3,112,4017,62458,10,4,2024
5235,2024-07-06,Office Chair,Furniture,East,7,8762,5,148,9640,61334,7,3,2024
5236,2022-10-05,Bed,Furniture,East,17,28147,11,248,2674,478499,10,4,2022
5237,2025-06-25,Coffee Table,Furniture,South,10,3982,18,356,5726,39820,6,2,2025
5238,2023-12-09,Bookshelf,Furniture,West,13,22187,8,347,8604,288431,12,4,2023
5239,2024-05-22,Office Chair,Furniture,East,1,25207,18,215,1850,25207,5,2,2024
5240,2025-06-26,Wardrobe,Furniture,North,15,29824,11,320,3889,447360,6,2,2025
5241,2024-06-12,Bed,Furniture,West,2,11163,19,54,4561,22326,6,2,2024
5242,2024-12-03,Office Chair,Furniture,South,5,14004,2,418,2867,70020,12,4,2024
5243,2025-11-11,Study Table,Furniture,North,20,24252,3,435,2956,485040,11,4,2025
5244,2023-10-03,Sofa,Furniture,West,4,15907,9,277,9501,63628,10,4,2023
5245,2025-04-07,Wardrobe,Furniture,West,12,10307,3,291,1594,123684,4,2,2025
5246,2025-03-10,Dining Table,Furniture,South,18,11451,3,241,4138,206118,3,1,2025
5247,2025-06-21,Wardrobe,Furniture,East,11,21892,12,153,4609,240812,6,2,2025
5248,2025-04-30,Dining Table,Furniture,South,7,33984,0,232,4179,237888,4,2,2025
5249,2022-04-14,Bookshelf,Furniture,South,17,29841,13,452,3416,507297,4,2,2022
5250,2025-04-22,Wardrobe,Furniture,East,4,3164,10,145,8293,12656,4,2,2025
5251,2024-12-01,Bed,Furniture,West,11,48863,7,104,9259,537493,12,4,2024
5252,2023-06-02,Office Chair,Furniture,West,16,21176,15,500,3916,338816,6,2,2023
5253,2022-07-10,Study Table,Furniture,North,14,8072,7,202,5919,113008,7,3,2022
5254,2025-11-07,Dining Table,Furniture,North,12,12578,2,221,6299,150936,11,4,2025
5255,2023-03-28,Wardrobe,Furniture,West,20,41147,1,487,3941,822940,3,1,2023
5256,2025-10-29,Bookshelf,Furniture,East,1,20168,10,456,5295,20168,10,4,2025
5257,2024-02-15,Dining Table,Furniture,South,4,21169,2,213,6310,84676,2,1,2024
5258,2023-05-27,Study Table,Furniture,North,3,6122,10,331,3707,18366,5,2,2023
5259,2025-03-16,Bookshelf,Furniture,West,11,26876,15,450,4348,295636,3,1,2025
5260,2025-07-30,Bed,Furniture,North,10,46194,10,274,2633,461940,7,3,2025
5261,2024-06-06,Study Table,Furniture,East,5,22844,10,181,9544,114220,6,2,2024
5262,2022-02-06,Study Table,Furniture,South,7,9234,16,213,2666,64638,2,1,2022
5263,2024-09-13,Wardrobe,Furniture,East,15,29458,10,412,2489,441870,9,3,2024
5264,2023-10-10,Study Table,Furniture,South,13,3429,8,431,1974,44577,10,4,2023
5265,2025-01-02,Sofa,Furniture,West,15,18459,8,139,7400,276885,1,1,2025
5266,2023-07-08,Office Chair,Furniture,East,17,43069,20,310,7901,732173,7,3,2023
5267,2024-12-30,Bed,Furniture,East,4,48510,13,378,6803,194040,12,4,2024
5268,2024-06-19,Bookshelf,Furniture,West,19,3871,17,409,7504,73549,6,2,2024
5269,2024-01-17,Bed,Furniture,West,3,9037,16,380,1410,27111,1,1,2024
5270,2023-10-05,Coffee Table,Furniture,West,2,42556,1,442,6816,85112,10,4,2023
5271,2022-04-16,Coffee Table,Furniture,West,1,46807,10,184,8113,46807,4,2,2022
5272,2023-08-30,Wardrobe,Furniture,South,11,44566,10,135,7531,490226,8,3,2023
5273,2024-10-02,Coffee Table,Furniture,West,1,22389,20,325,5820,22389,10,4,2024
5274,2025-05-30,Coffee Table,Furniture,South,9,34307,11,109,3089,308763,5,2,2025
5275,2022-10-26,Bed,Furniture,East,15,26733,16,196,7947,400995,10,4,2022
5276,2023-10-17,Office Chair,Furniture,South,20,16480,17,362,5241,329600,10,4,2023
5277,2024-04-12,Bookshelf,Furniture,North,14,10468,4,315,6290,146552,4,2,2024
5278,2023-04-23,Bookshelf,Furniture,South,16,9399,17,158,2539,150384,4,2,2023
5279,2023-01-31,Dining Table,Furniture,North,18,48869,8,480,2519,879642,1,1,2023
5280,2022-05-28,Bookshelf,Furniture,East,2,23464,9,97,1544,46928,5,2,2022
5281,2023-06-23,Study Table,Furniture,North,11,30479,2,212,2360,335269,6,2,2023
5282,2022-08-01,Coffee Table,Furniture,South,16,4705,9,137,8418,75280,8,3,2022
5283,2025-07-06,Wardrobe,Furniture,West,6,28894,6,176,5772,173364,7,3,2025
5284,2023-10-28,Dining Table,Furniture,West,16,49488,6,333,3371,791808,10,4,2023
5285,2022-11-12,Study Table,Furniture,East,18,24542,7,302,4185,441756,11,4,2022
5286,2024-06-12,Study Table,Furniture,West,20,45665,12,107,4035,913300,6,2,2024
5287,2024-11-24,Bed,Furniture,North,14,22665,9,149,4169,317310,11,4,2024
5288,2024-01-29,Office Chair,Furniture,South,15,22302,3,229,2324,334530,1,1,2024
5289,2023-05-17,Bed,Furniture,East,2,47085,4,102,2691,94170,5,2,2023
5290,2024-04-05,Wardrobe,Furniture,West,9,12921,11,297,3051,116289,4,2,2024
5291,2024-01-09,Bookshelf,Furniture,West,1,47074,19,470,7355,47074,1,1,2024
5292,2022-03-01,Sofa,Furniture,South,10,28639,16,99,5143,286390,3,1,2022
5293,2025-12-11,Bed,Furniture,South,20,15327,6,298,5934,306540,12,4,2025
5294,2024-09-24,Bed,Furniture,East,2,36497,5,486,7500,72994,9,3,2024
5295,2022-11-12,Bed,Furniture,North,4,43978,5,407,5663,175912,11,4,2022
5296,2023-08-03,Sofa,Furniture,West,20,38798,18,393,7080,775960,8,3,2023
5297,2023-04-02,Bed,Furniture,East,8,2658,4,61,9671,21264,4,2,2023
