Order_ID,Order_Date,Product_Name,Category,Region,Quantity,Unit_Price,Discount,Inventory_Available,Marketing_Spend,Revenue
5546,2025-08-31,Study Table,Furniture,East,8,31608,18,68,4254,252864
5547,2022-08-12,Office Chair,Furniture,North,16,18275,9,224,7605,292400
5548,2022-09-13,Bed,Furniture,South,2,18306,3,136,3933,36612
5549,2023-01-17,Coffee Table,Furniture,West,20,36776,14,242,3829,735520
5550,2022-01-22,Study Table,Furniture,South,2,15272,20,295,7342,30544
5551,2023-11-27,Bookshelf,Furniture,North,17,48024,10,325,3980,816408
5552,2023-07-27,Wardrobe,Furniture,West,1,31205,20,386,6579,31205
5553,2023-03-09,Wardrobe,Furniture,South,19,12687,17,171,9386,241053
5554,2023-08-19,Bed,Furniture,North,15,29809,0,343,2963,447135
5555,2023-02-23,Bookshelf,Furniture,West,11,38403,17,135,7917,422433
5556,2022-02-06,Study Table,Furniture,South,9,31763,20,263,9927,285867
5557,2025-09-27,Bookshelf,Furniture,East,10,2158,15,454,3712,21580
5558,2023-05-03,Bed,Furniture,East,13,3823,16,421,6662,49699
5559,2024-05-29,Bed,Furniture,North,18,9580,13,294,4245,172440
5560,2022-03-17,Bed,Furniture,North,14,9899,10,281,1468,138586
5561,2024-08-27,Bookshelf,Furniture,East,7,34455,14,240,6138,241185
5562,2022-06-17,Bookshelf,Furniture,East,4,5350,17,308,9039,21400
5563,2022-01-08,Bed,Furniture,West,8,42485,16,198,3664,339880
5564,2024-10-23,Sofa,Furniture,North,17,3797,1,433,4823,64549
5565,2022-01-19,Coffee Table,Furniture,North,5,49983,5,156,3414,249915
5566,2025-05-18,Coffee Table,Furniture,West,8,21015,5,169,2399,168120
5567,2025-12-06,Study Table,Furniture,West,12,26024,16,278,2584,312288
5568,2025-11-28,Coffee Table,Furniture,West,17,46451,6,441,4705,789667
5569,2023-01-02,Bed,Furniture,East,1,27827,12,97,7620,27827
5570,2024-05-17,Bed,Furniture,North,5,24037,5,383,1882,120185
5571,2023-06-17,Bookshelf,Furniture,South,6,7558,17,108,2538,45348
5572,2022-10-18,Bookshelf,Furniture,East,19,45456,13,156,4820,863664
5573,2025-07-15,Office Chair,Furniture,East,17,34558,3,239,2253,587486
5574,2022-08-01,Coffee Table,Furniture,East,1,38363,1,295,4916,38363
5575,2023-12-08,Coffee Table,Furniture,South,20,45552,19,344,7249,911040
5576,2022-03-23,Sofa,Furniture,West,16,15536,20,490,2539,248576
5577,2024-10-18,Sofa,Furniture,West,8,28995,3,278,4501,231960
5578,2025-09-08,Bookshelf,Furniture,North,20,3947,14,430,6901,78940
5579,2024-08-15,Bed,Furniture,West,17,16151,0,222,1317,274567
5580,2025-12-11,Office Chair,Furniture,West,4,3899,16,291,7239,15596
5581,2025-06-15,Wardrobe,Furniture,North,9,44268,2,115,7315,398412
5582,2022-01-06,Coffee Table,Furniture,East,5,3221,20,405,4415,16105
5583,2022-01-21,Office Chair,Furniture,South,13,38590,7,122,9832,501670
5584,2022-08-25,Dining Table,Furniture,West,19,30437,18,190,8341,578303
5585,2022-12-17,Office Chair,Furniture,North,9,35603,9,448,5346,320427
5586,2022-08-08,Office Chair,Furniture,East,2,43313,19,437,1235,86626
5587,2022-10-10,Office Chair,Furniture,North,17,28150,14,403,5790,478550
5588,2024-12-11,Bookshelf,Furniture,West,4,39841,3,184,9050,159364
5589,2022-05-29,Coffee Table,Furniture,South,10,29207,1,113,2510,292070
5590,2025-03-30,Wardrobe,Furniture,West,3,43191,18,90,9693,129573
5591,2024-07-01,Office Chair,Furniture,West,11,40138,12,232,3050,441518
5592,2022-05-17,Bookshelf,Furniture,South,18,46787,20,55,4438,842166
5593,2025-03-22,Bed,Furniture,South,2,21190,9,363,2406,42380
5594,2024-09-23,Sofa,Furniture,West,8,3048,10,90,4829,24384
5595,2025-02-15,Bed,Furniture,North,17,39213,4,256,7230,666621
5596,2024-02-01,Study Table,Furniture,North,5,17615,6,104,8242,88075
5597,2025-04-11,Bookshelf,Furniture,West,1,5778,17,260,8214,5778
5598,2025-03-16,Office Chair,Furniture,East,13,34497,5,495,3300,448461
5599,2022-02-24,Dining Table,Furniture,East,5,35330,7,464,2340,176650
5600,2023-05-10,Coffee Table,Furniture,East,6,10863,18,123,8524,65178
5601,2024-10-05,Dining Table,Furniture,South,16,44476,2,207,9053,711616
5602,2025-04-21,Bed,Furniture,North,16,32767,1,295,9681,524272
5603,2023-04-22,Sofa,Furniture,West,18,24773,8,69,5597,445914
5604,2024-05-26,Bed,Furniture,South,16,45329,18,72,4803,725264
5605,2024-08-26,Sofa,Furniture,East,18,31776,5,117,2878,571968
5606,2022-12-06,Study Table,Furniture,West,17,33608,10,199,9431,571336
5607,2022-07-11,Sofa,Furniture,South,11,3841,12,415,4877,42251
5608,2025-10-19,Dining Table,Furniture,West,11,44145,6,473,8466,485595
5609,2023-11-04,Wardrobe,Furniture,South,11,17264,13,202,5978,189904
5610,2023-04-27,Dining Table,Furniture,South,3,16915,17,452,4606,50745
5611,2024-09-23,Coffee Table,Furniture,East,5,28076,18,257,4485,140380
5612,2022-07-24,Bed,Furniture,North,6,41688,1,100,1431,250128
5613,2023-06-08,Bed,Furniture,East,14,44141,17,410,7333,617974
5614,2023-11-06,Bookshelf,Furniture,West,18,4821,13,430,7899,86778
5615,2022-06-08,Office Chair,Furniture,South,7,26079,16,140,6187,182553
5616,2022-11-27,Bookshelf,Furniture,North,3,38024,11,84,4420,114072
5617,2023-08-09,Dining Table,Furniture,East,10,15480,15,468,7682,154800
5618,2025-06-24,Office Chair,Furniture,North,2,49423,11,61,7632,98846
5619,2025-01-29,Dining Table,Furniture,West,17,23127,15,360,2037,393159
5620,2025-08-26,Wardrobe,Furniture,North,7,7676,5,124,3331,53732
5621,2022-08-02,Office Chair,Furniture,West,1,19074,16,51,7113,19074
5622,2022-11-17,Wardrobe,Furniture,South,13,13875,3,293,7092,180375
5623,2025-11-21,Bookshelf,Furniture,East,7,39106,7,410,8084,273742
5624,2025-01-04,Wardrobe,Furniture,West,10,34205,15,406,5736,342050
5625,2022-04-28,Office Chair,Furniture,North,16,45182,11,155,3376,722912
5626,2022-07-10,Office Chair,Furniture,West,9,44261,8,421,3077,398349
5627,2023-07-23,Bookshelf,Furniture,West,16,44825,11,102,5992,717200
5628,2023-11-11,Office Chair,Furniture,North,9,38675,12,498,7197,348075
5629,2024-06-02,Sofa,Furniture,North,15,24222,20,133,1880,363330
5630,2022-10-22,Wardrobe,Furniture,South,4,41083,13,82,1002,164332
5631,2023-05-11,Dining Table,Furniture,North,15,12335,0,297,9724,185025
5632,2025-05-14,Office Chair,Furniture,East,8,27642,8,420,7953,221136
5633,2024-08-02,Sofa,Furniture,West,14,27193,0,67,7043,380702
5634,2023-12-12,Coffee Table,Furniture,South,8,34994,16,214,7621,279952
5635,2023-04-08,Bed,Furniture,West,4,32926,16,283,3718,131704
5636,2022-06-05,Wardrobe,Furniture,South,2,28913,0,231,5991,57826
5637,2025-09-12,Bed,Furniture,East,16,46598,12,460,4833,745568
5638,2022-12-13,Study Table,Furniture,West,19,34900,17,272,1565,663100
5639,2024-07-30,Study Table,Furniture,East,6,13491,2,295,7614,80946
5640,2025-04-23,Bed,Furniture,West,17,48866,4,88,9041,830722
5641,2023-09-03,Study Table,Furniture,West,10,13897,11,146,9025,138970
5642,2022-05-02,Office Chair,Furniture,South,19,47440,0,257,9916,901360
5643,2023-09-22,Wardrobe,Furniture,South,20,40611,11,169,5351,812220
5644,2025-01-20,Bookshelf,Furniture,North,4,2377,10,169,9051,9508
5645,2024-11-30,Sofa,Furniture,South,12,2527,4,362,3468,30324
5646,2022-05-10,Wardrobe,Furniture,East,6,14593,5,476,1792,87558
5647,2022-10-01,Bed,Furniture,East,18,30531,1,400,3856,549558
5648,2022-07-15,Office Chair,Furniture,North,7,37187,12,227,8954,260309
5649,2024-08-19,Bookshelf,Furniture,North,16,6373,1,233,2194,101968
5650,2024-06-12,Office Chair,Furniture,West,5,46759,4,248,8205,233795
5651,2022-10-27,Bookshelf,Furniture,East,6,27687,1,484,6203,166122
5652,2023-05-09,Bed,Furniture,South,20,5385,13,473,6521,107700
5653,2022-09-03,Office Chair,Furniture,West,20,9346,18,126,4765,186920
5654,2025-12-20,Coffee Table,Furniture,West,11,25600,12,102,6641,281600
5655,2024-08-11,Dining Table,Furniture,North,14,3171,17,280,7423,44394
5656,2023-01-30,Dining Table,Furniture,East,13,34532,9,405,3067,448916
5657,2025-08-12,Study Table,Furniture,East,11,5847,16,149,8817,64317
5658,2025-11-25,Coffee Table,Furniture,East,13,30816,8,282,8036,400608
5659,2023-03-19,Office Chair,Furniture,South,7,4230,7,153,3233,29610
5660,2024-01-11,Sofa,Furniture,South,10,20804,15,343,3651,208040
5661,2023-10-26,Wardrobe,Furniture,North,5,16071,6,101,6507,80355
5662,2025-01-31,Wardrobe,Furniture,North,17,2370,13,389,9447,40290
5663,2024-10-04,Coffee Table,Furniture,North,16,38218,18,450,5810,611488
5664,2023-10-16,Bookshelf,Furniture,South,8,32810,0,406,5874,262480
5665,2023-09-24,Wardrobe,Furniture,East,11,40510,12,76,3365,445610
5666,2024-09-25,Study Table,Furniture,West,14,14638,4,294,4066,204932
5667,2023-05-16,Office Chair,Furniture,North,6,37545,16,159,5008,225270
5668,2024-02-09,Coffee Table,Furniture,North,3,27781,13,225,1911,83343
5669,2023-01-01,Coffee Table,Furniture,East,12,11115,20,326,1743,133380
5670,2024-12-12,Bed,Furniture,East,6,11798,5,228,3603,70788
5671,2022-01-08,Wardrobe,Furniture,South,16,24929,9,298,6482,398864
5672,2023-12-04,Dining Table,Furniture,East,18,10307,18,451,7755,185526
5673,2025-02-22,Coffee Table,Furniture,South,4,28633,10,104,5012,114532
5674,2022-11-19,Sofa,Furniture,East,15,17005,1,158,3994,255075
5675,2024-07-20,Wardrobe,Furniture,East,13,10490,4,96,1609,136370
5676,2022-06-19,Office Chair,Furniture,South,2,16702,0,437,2624,33404
5677,2025-12-10,Dining Table,Furniture,East,19,35342,7,474,2083,671498
5678,2023-06-02,Coffee Table,Furniture,North,12,39342,11,322,6720,472104
5679,2022-04-15,Coffee Table,Furniture,West,1,14085,14,77,6446,14085
5680,2025-03-23,Wardrobe,Furniture,West,11,29069,17,489,9781,319759
5681,2022-04-06,Bed,Furniture,South,1,31684,19,129,8463,31684
5682,2025-05-09,Study Table,Furniture,West,7,49086,14,492,7260,343602
5683,2025-11-23,Wardrobe,Furniture,North,3,10598,3,442,1046,31794
5684,2025-11-21,Sofa,Furniture,South,6,8583,9,413,9566,51498
5685,2022-02-04,Dining Table,Furniture,South,10,16081,11,133,1966,160810
5686,2023-08-28,Wardrobe,Furniture,East,18,21863,12,247,9114,393534
5687,2022-11-16,Office Chair,Furniture,East,17,48226,20,338,3915,819842
5688,2024-10-20,Bookshelf,Furniture,East,3,10076,17,237,1704,30228
5689,2024-03-31,Coffee Table,Furniture,North,20,8887,1,385,7555,177740
5690,2023-05-15,Wardrobe,Furniture,East,9,6076,7,365,7526,54684
5691,2022-05-05,Study Table,Furniture,South,9,49919,4,377,5879,449271
5692,2025-04-13,Study Table,Furniture,East,18,47054,7,267,7658,846972
5693,2024-05-01,Bookshelf,Furniture,South,18,25986,18,78,1799,467748
5694,2025-06-13,Study Table,Furniture,West,19,37059,19,331,6395,704121
5695,2022-06-14,Dining Table,Furniture,South,12,34388,17,248,1159,412656
5696,2024-01-07,Coffee Table,Furniture,South,19,2501,10,90,8835,47519
5697,2023-01-16,Study Table,Furniture,North,3,43483,18,105,9252,130449
5698,2025-04-10,Bed,Furniture,East,19,2183,4,489,7485,41477
5699,2023-07-02,Sofa,Furniture,South,16,6639,19,407,4754,106224
5700,2023-03-09,Dining Table,Furniture,North,9,43157,7,245,8152,388413
5701,2022-02-16,Coffee Table,Furniture,West,4,19001,7,377,6969,76004
5702,2023-05-09,Wardrobe,Furniture,West,19,3557,2,294,1726,67583
5703,2024-08-08,Coffee Table,Furniture,North,7,6477,14,388,5088,45339
5704,2024-03-18,Coffee Table,Furniture,West,16,27909,13,212,3163,446544
5705,2022-03-07,Study Table,Furniture,West,10,43395,19,396,2119,433950
5706,2023-02-12,Wardrobe,Furniture,South,1,35801,0,53,4770,35801
5707,2024-06-04,Coffee Table,Furniture,East,5,20849,1,405,7199,104245
5708,2025-03-01,Coffee Table,Furniture,North,20,13111,4,304,2400,262220
5709,2025-05-07,Wardrobe,Furniture,South,11,12528,16,346,8425,137808
5710,2022-12-09,Coffee Table,Furniture,West,8,39586,19,473,5290,316688
5711,2023-10-26,Coffee Table,Furniture,North,7,8875,4,298,4756,62125
5712,2023-08-16,Coffee Table,Furniture,North,5,42005,9,148,4642,210025
5713,2022-07-12,Coffee Table,Furniture,East,19,9536,12,220,9911,181184
5714,2025-05-26,Coffee Table,Furniture,East,11,37182,3,420,1833,409002
5715,2023-05-04,Dining Table,Furniture,West,1,25183,6,233,8534,25183
5716,2022-07-09,Wardrobe,Furniture,East,13,28018,10,483,7859,364234
5717,2023-10-20,Bookshelf,Furniture,East,9,41701,19,364,6316,375309
5718,2023-05-10,Dining Table,Furniture,West,10,34196,15,238,3946,341960
5719,2024-11-17,Coffee Table,Furniture,South,3,43834,2,344,8616,131502
5720,2023-04-27,Bed,Furniture,West,4,15008,16,500,4107,60032
5721,2022-09-16,Study Table,Furniture,North,19,29889,17,70,2691,567891
5722,2022-06-25,Bookshelf,Furniture,West,14,15569,1,111,9467,217966
5723,2025-06-08,Bookshelf,Furniture,West,10,4669,5,203,1436,46690
5724,2022-11-17,Coffee Table,Furniture,West,1,31052,10,245,4989,31052
5725,2024-03-05,Bed,Furniture,South,9,6698,2,133,7799,60282
5726,2022-07-08,Wardrobe,Furniture,North,11,44760,18,169,6924,492360
5727,2025-06-23,Wardrobe,Furniture,West,3,44589,3,181,1874,133767
5728,2024-12-02,Sofa,Furniture,East,6,20746,1,199,8440,124476
5729,2022-03-14,Dining Table,Furniture,South,16,41973,9,460,1626,671568
5730,2022-06-22,Wardrobe,Furniture,East,4,45973,7,441,4347,183892
5731,2022-06-14,Coffee Table,Furniture,West,1,7201,6,334,6790,7201
5732,2025-12-05,Sofa,Furniture,South,1,35019,2,132,2327,35019
5733,2022-08-25,Bed,Furniture,West,15,21860,12,224,2735,327900
5734,2023-03-02,Bookshelf,Furniture,North,15,3005,11,135,7349,45075
5735,2024-10-04,Sofa,Furniture,East,1,45769,14,359,6957,45769
5736,2023-07-09,Bed,Furniture,North,14,37503,13,251,8688,525042
5737,2023-11-23,Sofa,Furniture,North,12,4316,1,281,7711,51792
5738,2022-09-19,Dining Table,Furniture,North,12,17098,19,189,5579,205176
5739,2025-08-05,Coffee Table,Furniture,South,8,13641,13,313,6217,109128
5740,2022-08-16,Bookshelf,Furniture,North,4,19002,8,422,1013,76008
5741,2025-11-23,Dining Table,Furniture,North,1,12596,19,144,2344,12596
5742,2023-10-19,Bed,Furniture,South,19,40950,7,254,7734,778050
5743,2023-10-31,Dining Table,Furniture,North,3,7432,1,95,1743,22296
5744,2022-01-22,Sofa,Furniture,East,13,48735,18,349,2327,633555
5745,2023-02-15,Office Chair,Furniture,North,20,3219,12,223,4290,64380
5746,2024-06-26,Dining Table,Furniture,North,1,16098,20,400,7023,16098
5747,2023-09-16,Study Table,Furniture,North,16,25188,8,353,8780,403008
5748,2024-06-13,Study Table,Furniture,East,11,13385,17,229,2952,147235
5749,2025-02-20,Dining Table,Furniture,East,5,24683,16,257,3588,123415
5750,2023-01-23,Office Chair,Furniture,North,5,26736,4,240,9727,133680
5751,2024-01-19,Bookshelf,Furniture,South,17,35788,7,282,9296,608396
5752,2025-06-10,Dining Table,Furniture,East,11,29091,18,377,3638,320001
5753,2022-04-15,Office Chair,Furniture,South,14,36255,3,98,3869,507570
5754,2024-05-19,Coffee Table,Furniture,South,2,45598,7,426,6994,91196
5755,2025-03-25,Bookshelf,Furniture,East,2,23783,16,230,8411,47566
5756,2023-01-20,Coffee Table,Furniture,West,11,7896,14,364,4792,86856
5757,2023-01-19,Study Table,Furniture,West,11,49458,4,153,9809,544038
5758,2023-07-13,Coffee Table,Furniture,South,20,44412,13,94,5478,888240
5759,2023-04-07,Office Chair,Furniture,North,12,38361,3,278,9138,460332
5760,2023-10-05,Study Table,Furniture,West,9,3484,20,486,8192,31356
5761,2023-09-05,Office Chair,Furniture,South,2,37416,9,265,8589,74832
5762,2022-01-14,Coffee Table,Furniture,South,19,31442,0,427,2896,597398
5763,2023-04-25,Dining Table,Furniture,South,13,30711,4,293,4495,399243
5764,2023-04-13,Bookshelf,Furniture,North,15,12791,10,270,2321,191865
5765,2024-02-16,Coffee Table,Furniture,North,19,40680,15,90,8230,772920
5766,2024-03-01,Bed,Furniture,South,20,33691,6,61,1753,673820
5767,2024-03-04,Sofa,Furniture,North,16,18070,7,303,7793,289120
5768,2022-03-27,Bookshelf,Furniture,East,4,30733,4,326,9336,122932
5769,2023-09-24,Study Table,Furniture,East,14,47704,3,186,8319,667856
5770,2024-07-25,Wardrobe,Furniture,South,13,17145,17,223,1434,222885
5771,2023-02-18,Sofa,Furniture,East,7,33312,11,235,9491,233184
5772,2024-10-06,Coffee Table,Furniture,West,12,20411,4,107,9946,244932
5773,2025-10-02,Sofa,Furniture,North,20,24998,2,90,5471,499960
5774,2024-06-02,Coffee Table,Furniture,West,1,35625,10,113,2367,35625
5775,2025-07-17,Dining Table,Furniture,West,4,31482,17,393,8460,125928
5776,2025-07-31,Study Table,Furniture,West,9,24813,9,371,7585,223317
5777,2024-02-06,Wardrobe,Furniture,South,5,3979,4,432,3224,19895
5778,2023-03-25,Coffee Table,Furniture,West,4,19880,12,257,7365,79520
5779,2024-04-11,Wardrobe,Furniture,West,10,3502,1,108,4623,35020
5780,2022-12-13,Dining Table,Furniture,South,2,25493,14,88,5963,50986
5781,2025-05-24,Bookshelf,Furniture,North,3,32829,20,497,9160,98487
5782,2023-06-08,Bookshelf,Furniture,West,7,37045,20,293,2435,259315
5783,2022-09-23,Bed,Furniture,East,8,5119,13,401,2944,40952
5784,2023-04-28,Bookshelf,Furniture,South,19,37177,11,300,1077,706363
5785,2024-07-30,Coffee Table,Furniture,North,12,17240,7,317,4232,206880
5786,2025-07-09,Bed,Furniture,West,6,12921,1,222,5049,77526
5787,2025-09-19,Dining Table,Furniture,East,10,3738,9,84,8881,37380
5788,2025-02-05,Wardrobe,Furniture,East,7,41383,16,259,8750,289681
5789,2025-01-24,Office Chair,Furniture,South,11,38448,2,493,4169,422928
5790,2025-01-09,Sofa,Furniture,West,12,8007,10,359,3418,96084
5791,2025-01-03,Sofa,Furniture,North,5,9209,14,307,3648,46045
5792,2023-04-12,Study Table,Furniture,South,16,22295,2,347,1635,356720
5793,2025-04-08,Wardrobe,Furniture,South,17,48790,20,237,1431,829430
5794,2025-03-26,Bed,Furniture,West,11,40556,4,69,9496,446116
5795,2024-03-18,Office Chair,Furniture,North,13,26590,7,370,4470,345670
5796,2022-04-11,Coffee Table,Furniture,West,11,34707,11,395,9395,381777
5797,2025-08-24,Bookshelf,Furniture,North,12,19349,8,147,6540,232188
5798,2022-06-24,Bookshelf,Furniture,North,20,43831,8,448,6836,876620
5799,2025-04-19,Study Table,Furniture,North,18,29961,7,413,7123,539298
5800,2022-09-18,Dining Table,Furniture,West,16,8031,9,89,1594,128496
5801,2024-05-29,Dining Table,Furniture,South,2,22514,13,342,7087,45028
5802,2022-03-15,Bed,Furniture,North,18,32032,1,78,2354,576576
5803,2025-03-25,Bookshelf,Furniture,North,18,38320,19,330,7385,689760
5804,2022-10-09,Study Table,Furniture,South,9,20596,6,159,4536,185364
5805,2024-03-19,Dining Table,Furniture,North,1,31723,0,83,1082,31723
5806,2024-03-08,Wardrobe,Furniture,West,3,41099,9,481,1210,123297
5807,2022-12-03,Coffee Table,Furniture,North,10,23512,13,355,6993,235120
5808,2025-01-29,Dining Table,Furniture,East,14,24862,18,172,5185,348068
5809,2023-09-18,Bookshelf,Furniture,North,10,29157,15,190,8389,291570
5810,2022-02-08,Bed,Furniture,North,4,42489,14,175,8462,169956
5811,2024-04-01,Study Table,Furniture,West,16,23697,14,104,2932,379152
5812,2023-10-01,Wardrobe,Furniture,South,12,29084,15,201,3118,349008
5813,2023-05-27,Wardrobe,Furniture,West,11,5875,20,121,3668,64625
5814,2023-11-14,Bookshelf,Furniture,North,20,20642,5,114,2198,412840
5815,2025-06-11,Dining Table,Furniture,East,12,48089,19,460,2159,577068
5816,2022-12-03,Dining Table,Furniture,South,1,37708,16,345,1790,37708
5817,2023-11-27,Wardrobe,Furniture,West,2,29356,10,368,4279,58712
5818,2025-01-02,Sofa,Furniture,East,2,10949,20,319,5970,21898
5819,2025-07-20,Study Table,Furniture,South,18,40935,3,432,7716,736830
5820,2024-03-31,Bed,Furniture,South,18,22848,20,288,2161,411264
5821,2023-11-19,Sofa,Furniture,East,15,43123,14,236,2726,646845
5822,2025-11-29,Dining Table,Furniture,West,18,13633,4,136,9010,245394
5823,2024-12-17,Dining Table,Furniture,South,17,38181,13,235,1689,649077
5824,2025-04-04,Study Table,Furniture,East,15,33267,1,55,6853,499005
5825,2025-11-21,Coffee Table,Furniture,West,15,7942,14,50,2441,119130
5826,2023-07-22,Dining Table,Furniture,West,8,11989,17,376,1849,95912
5827,2025-11-18,Study Table,Furniture,North,9,41432,4,493,6203,372888
5828,2024-06-13,Coffee Table,Furniture,West,14,20725,2,176,5242,290150
5829,2024-07-13,Study Table,Furniture,South,18,7208,13,79,7724,129744
5830,2022-04-30,Wardrobe,Furniture,East,16,29250,14,378,6720,468000
5831,2025-01-19,Coffee Table,Furniture,South,2,19282,15,385,1972,38564
5832,2024-07-31,Dining Table,Furniture,West,20,46509,20,181,2407,930180
5833,2025-01-21,Bed,Furniture,East,8,17164,6,325,9160,137312
5834,2023-12-30,Dining Table,Furniture,East,3,8361,11,419,4188,25083
5835,2024-12-14,Dining Table,Furniture,North,2,22280,15,186,4026,44560
5836,2023-09-24,Dining Table,Furniture,South,4,30676,6,418,6864,122704
5837,2022-07-26,Coffee Table,Furniture,North,20,17713,17,410,5183,354260
5838,2022-09-06,Coffee Table,Furniture,East,15,17716,14,240,2223,265740
5839,2025-06-18,Bookshelf,Furniture,West,10,44740,6,370,2251,447400
5840,2024-12-24,Wardrobe,Furniture,East,14,11670,8,362,4193,163380
5841,2023-03-20,Wardrobe,Furniture,South,12,28948,17,255,1257,347376
5842,2023-04-06,Bookshelf,Furniture,South,9,6175,19,344,3635,55575
5843,2024-03-05,Bookshelf,Furniture,North,2,21842,9,334,5141,43684
5844,2023-11-13,Wardrobe,Furniture,North,19,21504,19,101,6320,408576
5845,2023-07-31,Bed,Furniture,South,6,21416,17,330,2096,128496
5846,2023-11-14,Bookshelf,Furniture,East,4,42803,1,89,2981,171212
5847,2025-10-10,Bed,Furniture,North,19,45875,7,306,3841,871625
5848,2024-09-06,Dining Table,Furniture,West,5,15774,18,297,2827,78870
5849,2023-11-25,Bookshelf,Furniture,North,18,31524,7,310,6818,567432
5850,2022-11-11,Study Table,Furniture,South,20,28817,10,321,3966,576340
5851,2022-03-20,Study Table,Furniture,South,14,38431,15,492,2754,538034
5852,2025-11-30,Coffee Table,Furniture,East,13,30743,1,122,5434,399659
5853,2025-10-14,Bookshelf,Furniture,South,17,15352,11,304,1222,260984
5854,2025-10-17,Bookshelf,Furniture,East,5,25224,7,288,9227,126120
5855,2024-10-22,Bookshelf,Furniture,South,19,24925,9,438,8905,473575
5856,2024-09-06,Sofa,Furniture,North,10,16391,18,418,3692,163910
5857,2024-03-09,Bookshelf,Furniture,East,7,19824,10,413,3984,138768
5858,2025-04-04,Bed,Furniture,North,8,41036,20,120,3670,328288
5859,2024-03-13,Sofa,Furniture,East,15,4282,12,282,2116,64230
5860,2023-07-08,Dining Table,Furniture,North,6,29923,15,352,8736,179538
5861,2022-11-27,Office Chair,Furniture,South,9,2102,0,440,2576,18918
5862,2022-01-30,Bed,Furniture,North,6,30513,13,451,2678,183078
5863,2024-11-07,Wardrobe,Furniture,East,8,36165,13,212,2983,289320
5864,2023-03-11,Bed,Furniture,South,12,7255,11,365,3625,87060
5865,2023-09-27,Sofa,Furniture,East,1,10235,17,332,3262,10235
5866,2025-10-27,Office Chair,Furniture,West,8,45125,11,260,5181,361000
5867,2022-01-30,Coffee Table,Furniture,South,10,33976,1,348,7586,339760
5868,2024-04-07,Study Table,Furniture,East,4,36538,4,392,6124,146152
5869,2023-03-02,Bed,Furniture,East,8,28594,2,309,4811,228752
5870,2022-01-07,Bookshelf,Furniture,South,17,35466,3,62,2762,602922
5871,2022-07-17,Dining Table,Furniture,East,19,30875,15,319,7277,586625
5872,2025-07-25,Office Chair,Furniture,South,13,20943,13,312,9683,272259
5873,2024-12-14,Office Chair,Furniture,South,15,23074,4,52,2353,346110
5874,2025-06-14,Office Chair,Furniture,West,5,25098,6,412,1964,125490
5875,2022-10-29,Dining Table,Furniture,West,9,15505,1,292,9405,139545
5876,2022-11-26,Office Chair,Furniture,East,1,43957,3,434,8075,43957
5877,2025-07-21,Office Chair,Furniture,South,16,29292,12,363,6515,468672
5878,2024-05-14,Wardrobe,Furniture,West,5,37369,10,293,3459,186845
5879,2023-06-23,Bookshelf,Furniture,West,11,18773,6,344,8067,206503
5880,2023-07-02,Office Chair,Furniture,East,8,27112,10,65,9396,216896
5881,2024-05-08,Study Table,Furniture,East,5,23674,8,137,4249,118370
5882,2025-06-22,Dining Table,Furniture,East,12,35308,20,299,9246,423696
5883,2023-06-30,Bookshelf,Furniture,North,19,17677,14,370,8926,335863
5884,2023-03-01,Sofa,Furniture,South,10,39754,19,466,9614,397540
5885,2022-10-01,Bed,Furniture,North,3,41709,19,386,4820,125127
5886,2023-03-30,Wardrobe,Furniture,South,19,9241,3,229,1706,175579
5887,2024-08-18,Wardrobe,Furniture,North,11,33043,7,419,2885,363473
5888,2025-08-04,Sofa,Furniture,South,5,31838,15,219,6366,159190
5889,2025-04-27,Coffee Table,Furniture,South,4,18449,16,108,7918,73796
5890,2025-05-13,Coffee Table,Furniture,South,7,32660,18,56,9426,228620
5891,2024-10-11,Dining Table,Furniture,South,1,39677,20,117,3633,39677
5892,2024-09-04,Bookshelf,Furniture,North,15,6997,0,210,5398,104955
5893,2022-12-04,Wardrobe,Furniture,East,13,46480,14,187,8702,604240
5894,2025-08-26,Coffee Table,Furniture,South,10,49878,15,491,6711,498780
5895,2025-01-10,Study Table,Furniture,South,5,14376,0,265,3950,71880
5896,2023-12-09,Office Chair,Furniture,North,14,35895,20,430,2764,502530
5897,2024-04-23,Coffee Table,Furniture,East,13,41178,13,96,7265,535314
5898,2025-03-24,Coffee Table,Furniture,East,19,30913,9,438,6491,587347
5899,2025-05-29,Sofa,Furniture,West,19,35216,19,233,9873,669104
5900,2025-06-18,Wardrobe,Furniture,North,2,43240,2,336,1786,86480
5901,2024-12-24,Study Table,Furniture,West,19,20709,18,347,2922,393471
5902,2024-03-21,Sofa,Furniture,North,3,36832,3,134,2094,110496
5903,2025-09-29,Bookshelf,Furniture,East,10,31377,9,142,3779,313770
5904,2024-11-20,Dining Table,Furniture,West,18,16254,16,192,6028,292572
5905,2025-11-17,Bookshelf,Furniture,South,16,46761,8,219,5549,748176
5906,2022-03-30,Study Table,Furniture,West,2,5797,6,373,1508,11594
5907,2023-12-30,Bed,Furniture,West,15,8375,3,385,7294,125625
5908,2023-09-14,Coffee Table,Furniture,South,12,39763,0,67,5803,477156
5909,2023-11-21,Office Chair,Furniture,East,17,18023,7,406,5663,306391
5910,2022-12-05,Wardrobe,Furniture,East,14,6623,1,134,8792,92722
5911,2025-06-14,Dining Table,Furniture,West,3,39631,15,211,5307,118893
